Title,Country,Rating
Syndykat zbrodni,United States,7.1
Winchester '73,United States,7.6
Spisek ośmiu,United States,7.2
Mroczne przejście,United States,7.5
Goliyon Ki Raasleela Ram-leela,India,6.4
Tani cwani,United States,6.4
Przetrwanie żywych trupów,United States/Canada,4.8
Mniej niż zero,United States,6.4
Życie prywatne,United States,7.2
Wiklinowy koszyk,United States,6.2
"Człowiek, który zabił Don Kichota",United States/Spain/France/Belgium/Portugal/United Kingdom,6.3
Memories,Japan,7.5
Piotruś Pan 2: Wielki powrót,United States/Canada/Australia,5.8
Ekshumacja,,6.9
Dziedziczki,United States,4.0
Exit 0,United States,5.4
Tucker - konstruktor marzeń,United States,6.9
Omkara,India,8.0
Jak by to sprzedać,United States,5.7
Boże Ciało,Poland/France,7.7
Batman Ninja,Japan/United States,5.6
Wtargnięcie,United States,5.3
Kikujiro,Japan,7.7
Oddział Delta,United States/Israel,5.6
Wojna domowa,United Kingdom/Canada/United States,6.6
3000 metrów nad ziemią,United States,5.2
Bękarty,United States,5.5
Zagubione,Canada,6.8
Uczta Babette,Denmark,7.8
Priyotoma,Bangladesh,5.8
Bob's Burgers Film,United States,7.0
Nocne kły,United Kingdom/United States,5.7
Kapitan,Germany/France/Poland/Portugal/China,7.3
Śniegi wojny,Norway/Sweden/France,7.1
Po prostu miłość,United States,6.6
Alamo,United States,6.1
Pewna sprawa,United States,7.0
Jak po maśle,United States,6.2
Basquiat - Taniec ze śmiercią,United States,6.9
Million Dollar Hotel,Germany/United Kingdom/United States,5.7
Kruk 2: Miasto aniołów,United States,4.6
He Never Died,Canada,6.3
Kierowca,United States,6.4
Świąteczny książę,United States,5.8
Chłopczyca,France,7.4
Rocket Singh: Salesman of the Year,India,7.5
Śmiertelny pocałunek,United States,7.5
Wilcze echa,France,6.9
15.10 do Yumy,United States,7.6
Zapomniani,Mexico,8.2
Smutek,,6.5
Cicha noc,United Kingdom,5.8
Wojenny biznes,United States,5.5
Dear Frankie,United Kingdom,7.7
Ćma barowa,United States,7.1
Słodka Irma,United States,7.3
Pościg,United States,5.9
Samotne serca,Germany/United States,6.4
Nigdy nie mów żegnaj,India,6.1
"Cześć, na imię mam Doris",United States,6.6
Cukierki diabła,United States,6.3
Na zawsze Laurence,Canada/France,7.6
Rany,United States/United Kingdom,4.1
Sivaji,India,7.6
Anek,India,6.4
"New York, New York",United States,6.6
Bestie,Spain/France,7.5
Dziewczyna z fabryki,United States,6.3
Nocny jastrząb,United States,6.3
Przedstawiamy Feeblesów,New Zealand,6.6
Cuttputli,India,5.7
Assassination Nation,United States/Canada,6.0
Tuż po zmroku,United States,5.5
Młodzi Tytani: Akcja! Film,United States,6.7
Ink,United States,6.8
"Pokochaj, poślub, powtórz",United Kingdom/Italy,5.6
Ostatni człowiek na Ziemi,Italy/United States,6.7
Sick,United States,6.0
Nieśmiertelny III: Mag,United Kingdom/France/Canada,4.5
Kursk,France/Belgium/Luxembourg/Romania/Canada/United States,6.6
Maidaan,India,7.9
Black Friday,India,8.4
Nowicjusz,United States,6.5
Nikt nie ujdzie z życiem,United Kingdom,5.4
After. Ocal mnie,United States/Bulgaria,4.8
Wizyta u April,United States,7.0
Transamerican Express,United States,6.9
Miss marca,United States,5.0
David Brent: Życie w trasie,United Kingdom/United States/Canada,6.3
Krwawa zemsta,United Kingdom,6.6
Simon Birch,United States,6.8
Suburra,Italy/France,7.4
Thani Oruvan,India,8.4
Vivo,Hong Kong/Austria/United States,6.7
The Last Black Man in San Francisco,United States,7.2
"Jesteśmy tym, co jemy",United States/France,5.9
Veronica Guerin,Ireland/United Kingdom/United States,6.8
Mimzy: mapa czasu,United States,6.2
Stop Making Sense,United States,8.7
SAS: Zamach w Eurotunelu,United Kingdom/Switzerland/Netherlands/Hungary,5.3
Wściekłość,Canada,6.3
Obsesja zazdrości,United States,5.6
Męska paczka,United States/Canada,5.6
"Elvira, władczyni ciemności",United States,6.6
Thugs of Hindostan,India/Malta/Thailand,4.1
Killshot,United States,6.0
Ukamienowanie Sorayi M.,United States,7.9
Monica O My Darling,India,7.4
Biały kanion,United States,7.9
Głusza,Canada,5.8
Powrót żywych trupów 2,United States,5.7
Bal maturalny,Canada,5.3
Powrót na błękitną lagunę,United States,5.2
Żona biskupa,United States,7.6
A Business Proposal,Indonesia,1.0
Rodzeństwo Willoughby,Canada/United States/United Kingdom,6.4
Darlings,India,6.6
Zawód gangster,United Kingdom,6.7
Rosyjska arka,Germany/Japan/Canada/Finland/Denmark,7.2
Naga prawda,United States,7.7
Tubelight,India/United States/United Kingdom/Canada/China,3.9
Dzika namiętność,United States,6.9
Dajcie mi głowę Alfredo Garcii,United States/Mexico,7.4
The Game Changers,United States,7.8
Bitwa o Midway,United States,6.8
Akeelah i jej nauczyciel,United States,7.4
"Człowiek, który wiedział za dużo",United Kingdom,6.7
Nago,United States,5.4
"Puk, puk",Spain,6.8
The Greatest of All Time,India,5.7
Eyyvah Eyvah,,7.0
Najdłuższy jard,United States,7.1
Zło czai się wszędzie,United Kingdom/United States,7.0
Enigma,United Kingdom/United States/Germany/Netherlands,6.4
W obronie życia,United States,7.2
Lato miłości,United Kingdom,6.7
Dwa dni z życia doliny,United States,6.5
Strangers,United States/United Kingdom/Slovenia/Slovakia/Switzerland/Spain,4.6
Jolly LLB,India,7.5
O-Otello,United States,6.1
Annapolis,United States,5.8
Mina,United States/Spain/Italy,5.8
Crumb,United States,8.0
Studenci,United States,6.5
Imiennik,United States/Japan/India,7.5
Rodzinka,United States,6.5
Narodziny narodu,United States/Canada,6.5
Pat Garrett i Billy Kid,United States/Mexico,7.2
Francuski łącznik II,United States,6.7
Rudobrody,Japan,8.3
Sygnał,United States,6.0
Purpurowe rzeki II: Aniołowie Apokalipsy,France/Italy/United Kingdom,5.9
Szalony świat Louisa Waina,United Kingdom,6.8
Chained,Canada,6.4
Wybawienie,United States,5.1
Traffik,United States,5.9
Recep Ivedik 3,,4.3
Droga na południe,United States,5.9
Skazany na piekło,United States,6.1
Strefa zrzutu,United States,5.6
Jak wykończyć panią T.?,United States,5.3
Poniżej zera,Spain,6.2
Wielkie kłopoty,United States,6.4
Podróż do Indii,United Kingdom/United States,7.3
Kozaczki z pieprzykiem,United Kingdom/United States,7.1
Szczęśliwy Lazzaro,Italy/Switzerland/France/Germany,7.5
Çöpçüler Krali,,8.5
Gracz,United States,4.7
Dagon,Spain,6.2
Duma i uprzedzenie,United Kingdom/United States/India/France,6.2
Columbus,United States,7.2
Głębia oceanu,United States,6.3
W pełnym słońcu,France/Italy,7.7
Wielka czerwona jedynka,United States,7.1
Nocna straż,United States,6.2
Siostry,United States,6.9
Geniusz,United Kingdom/United States,6.5
Gra o miłość,United States,5.8
Zbaw mnie ode złego,United States,4.8
Szubienica,United States,4.2
Oficer i szpieg,France/Italy,7.2
9 kompania,Ukraine/Finland,7.1
Odważni,United States,6.9
Porywacze ciał,United States,6.0
Na ratunek,United Kingdom/United States,8.3
Dozorca,United States,5.2
Porwanie Heinekena,Netherlands/Belgium/United Kingdom/United States,6.1
Nie powiesz nikomu?,United States,5.4
Dick,United States/Canada/France,6.2
Mściciel z Wall Street,Canada/United States,6.0
Immortal - Kobieta pułapka,France/Italy/United Kingdom,5.9
Mulk,India,7.2
Korporacja,Canada,8.0
Mąż idealny,United States,5.5
Thelma,Switzerland/United States,7.0
Moja miłość,United States,6.0
Pokój syna,Italy/France,7.3
Czarownica miłości,United States,6.2
The Blackening,United States,6.0
Mokra robota,United States,4.4
To mnie kręci,United States,5.8
Dziedzictwo,United States/United Kingdom,5.6
Khuda Haafiz,India,7.1
Deva,India,7.0
Ostatni sakrament,United States,6.1
Wojna płci,United States,6.4
Pelé. Narodziny legendy,United States,7.1
Joe Kidd,United States,6.4
Nancy Drew i tajemnice Hollywood,United States,5.9
Wałkonie,Italy/France,7.8
Świąteczna Aleja,United States,5.6
Śpiączka,United States,6.9
Party,United Kingdom/Denmark,6.6
Połaskotany,New Zealand,7.5
Milczenie,Sweden,7.7
Napad,France/United States,6.4
W zakolu rzeki,United States,6.9
Rycerze (nie) na niby,United States,5.6
Mother/Android,United States,4.9
Czyż nie dobija się koni?,United States,7.8
Dziewczynka w trampkach,Saudi Arabia/Netherlands/Germany/Jordan/United Arab Emirates/United States,7.5
Wojna imperiów,China/Hong Kong,5.9
Złoczyńcy,Canada/United States,6.2
Shaft,United States,6.6
Wykonać wyrok,United States,5.7
Tallulah,United States,6.7
Męska historia,United Kingdom/United States,6.8
Niewygodna prawda,Australia/United States,6.8
Batoru rowaiaru II: Chinkonka,Japan,4.6
Casa de mi padre,United States/Mexico,5.5
Badhaai Do,India,7.0
Alfons,United States,6.5
Romans na godziny,United States,7.1
Skok Henry'ego,United States,5.9
Nieuchwytny,United States,5.4
Tytus Andronikus,United Kingdom/Italy/United States,7.1
"Greystoke: Legenda Tarzana, władcy małp",United Kingdom/United States,6.4
Kłamstwo,United States,5.8
Uniwersalny żołnierz: Dzień odrodzenia,United States,5.1
Sprawca Zero,United Kingdom/Germany/United States,5.8
5 września,Germany/United States,7.1
Komedianci,France,8.3
Kwartet,United Kingdom/Germany,6.8
Prywatna wojna,United Kingdom/United States,6.7
Przez moje okno,Spain/United States,5.5
Dolina przemocy,United States,6.1
Nareszcie sam w domu,United States,3.6
Newton,India,7.6
Bez śladu,United Kingdom,5.9
Rafa,Australia,5.8
Dziura,France/Italy,8.5
Odwet,Mexico/United States,6.2
Na tyłach wroga,United States,6.7
Zwyczajna dziewczyna,United Kingdom/Sweden/France,6.8
Dawn Wall: Wspinaczka po rekord,Austria/United States,8.1
Wielbicielka,United States,5.1
Süt Kardesler,,8.8
Na pomoc!,United Kingdom,7.1
"Grace, księżna Monako",Switzerland/France/Italy/Belgium/United States/Luxembourg,5.7
Taśma,United States,7.2
Granice miłości,United States/Mexico/Argentina,6.7
Klub 'Exotica',Canada,7.0
Mój przyjaciel Skip,United States,7.0
Nieśmiertelny IV: Ostatnia rozgrywka,United States,4.6
Mistrz,United States,6.7
Duch i pani Muir,United States,7.8
Maniakalny glina,United States,6.0
Burke i Hare,United Kingdom,6.1
Kwadrofonia,United Kingdom,7.2
Jak tylko potrafisz,United States,6.1
Uśpieni,United Kingdom/United States,5.1
VidaaMuyarchi,India,6.5
Dum Laga Ke Haisha,India,7.5
Ali Baba ve 7 Cüceler,,5.6
Head of State,United States,5.5
Duch roju,Spain,7.7
Tajna agentka,United States,5.0
Fantastyczna podróż,United States,6.8
Więzy krwi,France/United States,6.5
Kwarantanna 2: Terminal,United States,5.2
Intruzi,United States/United Kingdom/Spain,5.4
Wampir,Germany/France,7.4
Brahms: The Boy II,United States/China/Canada/Australia,4.7
Rykoszet,United States,6.2
Bezcenny dar,United States,7.3
Zombiebobry,United States,4.8
Smak życia 2,France/United Kingdom,7.0
Miasto kłamstw,United Kingdom/United States,6.5
Ludzie w hotelu,United States,7.3
The Limits of Control,United States/Japan,6.2
Moja kuzynka Rachela,United Kingdom/United States,6.0
Pęknięcia,United Kingdom/Ireland/Spain/France/Switzerland/United States,6.6
Ostry poker w Małym Tokio,United States,6.1
Tere Naam,India,7.2
Censor,United Kingdom,6.0
Indie Game: The Movie,Canada,7.6
Wskrzeszenie Mistrza,United States,6.7
Rocky i łoś Superktoś,Germany/United States,4.3
Moja dziewczyna 2,United States,5.3
Duch III,United States,4.7
Orkiestra,United Kingdom/United States,7.2
Hababam Sinifi: Uyaniyor,,8.7
Miejski obłęd,United States,6.3
Gdyby żółwie mogły latać,France/Iraq,8.0
Pan Lazhar,Canada,7.5
Wnętrza,United States,7.3
Pan Jangle i świąteczna podróż,United States,6.4
Świąteczny rycerz,United States,5.6
Jak dogryźć mafii,United States,5.3
Snowtown,Australia,6.6
Blue Jay,United States,7.2
Jak ona to robi?,United States,5.0
Podróż w czasie,United States,7.0
Wenus w futrze,France/Poland,7.1
Raperzy z Malibu,United States,5.2
Fullmetal Alchemist,Japan,5.3
Ballistic: Ecks vs. Sever,United States/Germany,3.7
Skarbiec,United States,5.5
Drobiazgi takie jak te,Ireland/Belgium/United States,6.8
Skaza,United Kingdom/France,6.7
Krytyczna terapia,United Kingdom/United States/Canada,6.2
Kodeks 46,United Kingdom/United States,6.1
Boskie sekrety siostrzanego stowarzyszenia Ya-Ya,United States,6.1
Panowie w cylindrach,United States,7.7
Pokerowy blef,United States/Germany/Australia,5.9
Irlandzkie życzenie,Ireland/United States,5.2
Niech żyją Indie,India,5.0
Chodź do tatusia,Ireland/Canada/New Zealand/United States,6.0
"Batman: The Long Halloween, Part One",United States,7.2
Żyć!,Hong Kong/China,8.3
Terrorysta,United Kingdom,6.2
Sanam Teri Kasam,India,7.6
Sam gang 2,Hong Kong/Japan,6.9
"Kwaidan, czyli opowieści niesamowite",Japan,7.9
Cudotwórczyni,United States,8.1
Gol Maal,India,8.5
Cudotwórca,United States,5.0
Nocny pociąg do Lizbony,Switzerland/Germany/Portugal,6.8
Seks nocy letniej,United States,6.6
[REC] 4: Apokalipsa,Spain,5.3
"Przyczajony tygrys, ukryty smok: Miecz przeznaczenia",China/United States,6.1
Maniak,United States,6.3
Pełzaki: Gdzie jest bobas?,United States/United Kingdom,5.9
Buena Vista Social Club,Germany/United States/United Kingdom/France/Cuba,7.6
Prowincjuszka,United States,5.5
Feniks,Germany/Poland,7.3
Dobaaraa,India,4.9
Bill,United States,6.2
Strzelajcie do pianisty,France,7.4
Muppety z kosmosu,United States,6.2
Najpierw zabili mojego ojca,Cambodia/United States,7.2
Jeździec,United States,7.4
"Lesbian Vampire Killers, czyli noc krwawej żądzy",United Kingdom,5.1
Aquarius,Brazil/France,7.4
Jumpin' Jack Flash,United States,5.9
Ludzka stonoga 3,Netherlands,2.7
Córka górnika,United States,7.5
Wielka klapa,United States,7.6
Nauczyciel z przedmieścia,United Kingdom,7.6
Złoto dla naiwnych,United States,5.6
Niewinność,,8.1
Księga luster,Australia/United States,6.2
Spustoszenie,United States/Germany,5.4
Barb i Star jadą do Vista Del Mar,United States/Mexico,6.3
House of Wax,United States,7.0
Wielka włóczęga,France/United Kingdom,7.9
Diana,United Kingdom/France/Sweden/Belgium,5.6
99 franków,France,7.1
Wszystkie właściwe posunięcia,United States,6.0
"Wesołych świąt, pułkowniku Lawrence",United Kingdom/New Zealand/Japan,7.2
Koniara,United States,6.0
Narkomani,United States,7.1
Chłopiec z Marsa,United States,6.7
Efekt motyla 3,United States,5.6
Stan spoczynku,United States,6.4
Uniewinniony,Canada/Germany/United States,5.7
Droga przez Teksas,United States,6.3
Moja wielka grecka wycieczka,Spain/United States,5.9
Sklep z jednorożcami,United States,5.6
Pod presją,United States,5.7
I uderzył grom,United States/United Kingdom/Germany,4.2
Ostatni walc,United States,8.1
Ciało i krew,Netherlands/Spain/United States,6.7
Vada Chennai,India,8.4
Stacja szyfrująca,United Kingdom/Belgium/United States,5.6
Boso w parku,United States,7.0
Fahrenheit 11/9,United States,7.2
"O psie, który wrócił do domu",China/United States,6.7
Zima w ogniu,United Kingdom/Ukraine/United States,8.3
Błogość,United States,5.4
Valimai,India,6.0
Student roku,India,5.3
Max Steel,United Kingdom/United States,4.6
Upiór w operze,United States,7.5
Król serca,India,6.9
Szczęście dla początkujących,United States,6.1
But Manitou,Germany/Spain,6.7
Szkoła kadetów,United States,6.8
Lecą żurawie,,8.3
Władca much,United Kingdom/United States,6.9
Wakacje pana Hulot,France,7.3
W rytmie serca,France,7.2
Müslüm,,7.6
Supergwiazda,United States/Canada,5.2
Władcy chaosu,Hungary/United Kingdom/Sweden/Norway/United States,6.6
Tygrys i przyjaciele,Japan/United States,6.3
Trzej muszkieterowie,United States/United Kingdom/Spain,7.1
Cienista dolina,United Kingdom,7.3
Kino z Kentucky Fried Theater,United States,6.4
Gniewne psy,United Kingdom/United Arab Emirates,5.8
Niagara,United States,7.0
Dziennik Noel,United States,6.2
Pete Tong: Historia gluchego didzeja,United Kingdom/Canada,7.2
Poznajmy się jeszcze raz,France/Belgium,7.4
Ktoś jest w twoim domu,United States/Canada,4.9
Cheap Thrills,United States,6.7
Willard,United States,6.1
Efekt hipnozy,United States,5.3
Zjawy,United States/Germany,4.1
"Człowiek, który się nieprawdopodobnie zmniejsza",United States,7.6
Filmowy zawrót głowy,United States,7.5
Strefa,United States,5.6
Magiczne lato,United States,6.9
Pieśni z drugiego piętra,Sweden/Norway/Denmark/France/Germany,7.5
Kartoteka 64,Denmark/Germany,7.4
Na ratunek wielorybom,United States/United Kingdom,6.5
Kocham cię od tak dawna,France/Germany,7.6
Pies i Robot,Spain/France,7.6
Wieczny singiel,United States,6.2
Promień,Canada/Belgium,6.2
Prawdziwe zbrodnie,United States/Poland/United Kingdom,4.6
Dabangg 3,India,3.0
The ABCs of Death,United States/New Zealand,4.7
Absentia,United States,5.8
Dil Dhadakne Do,India/Spain/Italy/France/Tunisia,7.0
Trujący bluszcz,United States,5.4
Czwartek,United States,7.1
Poślubiona mafii,United States,6.2
Lotna brygada,United Kingdom,6.1
Pogromca smoków,United States,6.6
Bunraku,United States,6.1
Bezdroże,United States,7.3
Dam999,India/United Arab Emirates/Singapore,3.8
Wrota,Canada/United States,6.0
Oko za oko,United States,6.2
Były lokator,Spain,6.4
Razem z bogami: Dwa światy,,7.2
Punkt zwrotny,Germany/Saudi Arabia/United States,6.5
Rabusie kontra zombie,United Kingdom,5.9
Samoloty 2,United States/India/United Kingdom/Australia,5.9
Kodachrome,Canada/United States,6.8
Metallica: Some Kind of Monster,United States,7.5
Czarne święta,United States/New Zealand/Canada,3.5
Kłopoty z blondynką,United States,6.2
Mroczna połowa,United States,6.0
15/07 Safak Vakti,,1.2
Opera,Italy,6.9
Ciemność,Spain/United States,5.4
Ramona i Beezus,United States,6.5
Włóczęga z Beverly Hills,United States,6.2
Wielki wyścig,United States,7.2
Świat według Spiveta,France/Australia/Canada,7.0
Pocałunek śmierci,United States,5.9
Hidden Strike,China/United States/Thailand,5.4
Gra w serca,United States,6.9
Najlepsi wrogowie,United States,7.3
Vox Lux,United States,5.9
Anatomia zemsty,United States,5.8
"Człowiek, który wynalazł Boże Narodzenie",Ireland/Canada/United States/United Kingdom,7.0
Abbott i Costello spotykają Frankensteina,United States,7.3
Goście w Ameryce,France/United States,5.7
Johnny Guitar,United States,7.6
Przekręt w Enronie,United States,7.6
Gdzie jest dom mojego przyjaciela?,,8.1
Ocean strachu 2,Germany/United States,5.2
Papierowy bohater,United States,6.5
Dawno temu w Chinach,Hong Kong,7.2
Marco,India,6.9
Rampage: Szaleństwo,Canada/Germany,6.2
V/H/S Viral,United States/Spain,4.2
Wiedźma,United States,5.8
Wichrowe wzgórza,United States,7.5
Na psa urok,United States,4.4
Inside,Greece/Germany/Belgium/United Kingdom/Switzerland,5.5
Bez skazy,United States,6.4
Resolution,United States,6.4
Opowieść,United States/Germany,7.2
Doktor T. i kobiety,United States/Germany,4.7
Książę przypływów,United States,6.8
Żony ze Stepford,United States,6.9
Park grozy,United States,5.5
Troje do tanga,Australia/United States,6.0
Ready,India,4.9
Kwestia zaufania,Australia/Germany,7.2
Presidio,United States,6.0
Wielki napad na pociąg,United Kingdom,6.9
Dabangg 2,India,4.8
Clerks III,United States,6.2
Manjhi: The Mountain Man,India,8.0
Widmo,Canada/United States,5.9
Kochankowie z Kręgu Polarnego,Spain/France,7.6
Komandosi z Navarony,United Kingdom,6.4
Cinayet Süsü,,6.7
Prywatne piekło,United States/Canada/Japan,6.9
Ucieczka gangstera,Japan/United States,5.8
Twarze w tłumie,United States/France/Canada/United Kingdom,5.7
Strach na wróble,United States,7.2
Sztuka rozstania,United States,5.7
Bridget Jones: Szalejąc za facetem,United Kingdom/France/United States,6.7
Kierowca,United States,7.1
Fort Apaczów,United States,7.4
Sekcja rytmiczna,United Kingdom/Spain/Ireland/United States,5.4
Sierżant York,United States,7.7
Sugarland Express,United States,6.7
Cały ja,United States,6.7
Arka przetrwania,United States/Canada/Germany,2.9
Pociąg,France/Italy/United States,7.8
Deadstream,United States/United Kingdom,6.4
Nadal tu jesteśmy,United States,5.7
Natręt,United States/Canada,5.6
Shaolin,Hong Kong/China,6.8
Przeżyć,Denmark/France/Norway/Sweden/Netherlands/United Kingdom/United States/Finland/Spain/Estonia/Slovenia/Belgium,7.9
Nieuchwytni,United States,5.6
Sklepik z horrorami,United States,6.2
Amerykański film: Jak powstawał Północny Zachód,United States,7.8
Wojny domowe,United Kingdom/Singapore/New Zealand/Kazakhstan,6.9
Noc demonów,United States,6.1
Teksańska masakra piłą mechaniczną III,United States,5.0
Pościg we mgle,France/United States,6.1
Igraszki z losem,United States,6.7
Podziemny front,Denmark/Germany/Norway/France/Sweden/Finland,7.2
Infernal Affairs: Piekielna gra II,Hong Kong/Singapore/China,7.2
Podróż do wnętrza Ziemi,United States,7.0
Obsesja namiętności,United States/Japan,6.4
Małe potworki,Australia/United States/United Kingdom,6.3
Rodzinka z Beverly Hills,United States,5.1
Nowojorskie opowieści,United States,6.4
Koszykarz Buddy,Canada/United States/Singapore/Cambodia/Bangladesh/Aruba/United Kingdom,5.3
Prosto z serca,India,7.4
Pocztówki znad krawędzi,United States,6.7
Wazir,India,7.1
Raat Akeli Hai,India,7.2
Wyspa skazańców,Norway/France/Sweden/Poland,7.5
Ptasznik z Alcatraz,United States,7.8
Ładunek,Switzerland,6.1
Eksperymentator,United States,6.6
W szczękach rekina 3D,Australia/Singapore/China,5.2
Późna wiosna,Japan,8.2
Cotton Club,United States,6.6
Martwa dziewczyna,United States,5.5
Topaz,United States,6.2
Singham,India,6.8
Wendy i Lucy,United States,7.1
Hotel zła,Norway,6.2
Kimssi pyoryugi,,8.0
Już za tobą tęsknię,United Kingdom,6.8
Kongres,Israel/Germany/Poland/Luxembourg/Belgium/France/United States/India,6.4
Supernova,United States,4.9
Golmaal: Fun Unlimited,India,7.5
Czekając na wieczność,United States,5.9
Świąteczny prezent pod choinkę,United States/Germany,6.7
Pani Miniver,United States,7.6
Kocurek,United States,5.3
Narodziny gwiazdy,United States,7.5
Nowa generacja,China/Canada/United States,6.6
Magik,India,7.4
Skin,United States/Canada/Brazil/China,6.8
High Sierra,United States,7.5
Mortal Kombat Legends: Zemsta Skorpiona,United States,7.4
Zulu,France/South Africa,6.7
Szkarłatna ulica,United States,7.7
Instynkt,United States/Belgium/France/United Kingdom,6.3
Szybki cash,Sweden/Germany/Denmark/France,6.7
Gerry,Argentina/United States,6.0
Demon salsy,United Kingdom,6.2
M jak morderca,United States,5.2
Nocny stróż,United States,5.6
Niebezpieczna piękność,United States,7.1
Koń turyński,Hungary/France/Germany/Switzerland/United States,7.7
Grudge 3: Powrót klątwy,United States/Japan,4.6
Politechnika,Canada,7.2
Odmiana losu,United States/Japan/United Kingdom,7.2
Konspiracja Echelon,United States/Bulgaria/Luxembourg,5.7
Bugsy Malone,United Kingdom/United States,6.8
Malaria,United States,6.6
Diablica,United States,5.7
Chhalaang,India,6.7
Miasto żywej śmierci,Italy,6.2
Devara: Part 1,India,6.0
Mieszkańcy Ziemi,United States,8.6
Złota Rękawiczka,Germany/France,6.7
Faceci i laleczki,United States,7.1
Przygody Rudego,Australia/United States,7.3
Urok mordercy,United States/United Kingdom,5.4
Dwanaście prac Asteriksa,France/United Kingdom,7.6
Więzień Brubaker,United States,7.1
Testament psa,Brazil,8.6
Nie w porządku,United States,6.1
Rycerz pierwszej damy,United States,6.2
Władca iluzji,United States/United Kingdom,6.0
Opowieści z ciemnej strony,United States,6.2
Mocny temat,United Kingdom,6.5
Telefon towarzyski,United States,7.4
Człowiek z księżyca,United States,7.3
Earth to Echo,United States,5.7
"Cicha noc, śmierci noc",United States,5.8
Uwolnić orkę 2,France/United States,5.1
Ask Tesadüfleri Sever,,7.2
Nosiła żółtą wstążkę,United States,7.2
Thunder Road,United States,7.0
Chłopiec i jego pies,United States,6.4
Herkules w Nowym Jorku,United States,3.3
Wielkie uwodzenie,Canada,7.0
Trzeźwe potwory,Ireland/United Kingdom,6.3
Gołąb przysiadł na gałęzi i rozmyśla o istnieniu,Sweden/Germany/Norway/France/Denmark,6.9
Nigdy nie będę twoja,United States,6.0
Alex Strangelove,United States,6.3
Deathgasm,New Zealand,6.3
Superman II: The Richard Donner Cut,United Kingdom/United States,7.6
Po tamtej stronie drzwi,United Kingdom/India/United States,5.3
Kidulthood,United Kingdom,6.7
Miłość i inne komplikacje,United States,6.3
Wirtuoz,Spain/United Kingdom/United States,5.9
Raid,India,7.4
Bad Ass: Twardziel,United States,5.5
Comet,United States,6.7
The Monster,United States/Canada,5.4
Gra Ripleya,United Kingdom/Italy/United States,6.6
Chińczyk na wynos,Argentina/Spain,7.3
Zwariowany profesor,United States,6.6
Mugen no jûnin,Japan/United Kingdom,6.7
Nowe stanowisko,United States,5.6
Nieodebrane połączenie,Japan,6.2
Chora na siebie,Norway/Sweden/Denmark/France,7.1
Zagubiona,Saudi Arabia,6.1
Wioska przeklętych,United Kingdom/United States,7.3
Baby Boom,United States,6.3
Folwark zwierzecy,United Kingdom/United States,7.2
Oszukany,United States,7.2
Witajcie u mnie,United States/Canada,5.9
Evangelion 3.33: (Nie) możesz powtórzyć,Japan,6.9
Nieugięci,United States,6.3
Drogi Evanie Hansenie,United States/Japan/China,6.1
Synowie Katie Elder,United States,7.1
Lina,United States,6.3
Gniazdo,United Kingdom/Canada/United States,6.3
How to Have Sex,United Kingdom/Greece/France/Belgium,6.5
Zrobione!,United States,6.3
Just Before I Go,United States,6.3
Kraina miodu,North Macedonia/United States/Switzerland,8.0
Strategia mistrza,United Kingdom/United States/France,6.5
Syn Boży,United States,5.7
Czarnoksiężnik,United States,6.2
Ciastko z niespodzianką,United States/Germany,5.8
Meru,United States/India,7.7
"Czasem tak, czasem nie",India,7.6
Muzyk,United States,7.7
Jin-Rô,Japan,7.3
Najważniejszy głos,United States,6.1
Wiedźma,,7.1
Eight for Silver,United Kingdom/France/United States,6.2
Amerykański przyjaciel,Germany/France,7.4
Blef Coogana,United States,6.4
Konwój,United States,6.3
Everly,United States,5.1
Gonjiam: Haunted Asylum,,6.5
Dziesiątka,United States,6.1
30 gramów,,7.7
Terytorium wroga,France,6.3
Głodni,Thailand,6.6
"Kocha, nie kocha",France,7.1
Sądna noc,United States/Japan,6.6
Egzorcyzmy siostry Ann,United States,5.3
Akhanda,India,6.8
Trzy kamelie,United States,7.8
Pan Verdoux,United States,7.8
Kiedy byliśmy królami,United States,7.9
Babyteeth,Australia,7.2
Harfa traw,United States,6.6
Doctor,India,7.4
Bez kompasu,United States,7.4
Batman: Gotham by Gaslight,United States,6.7
Presence,United States,6.1
Zbłąkany pies,Japan,7.8
Kobieta jest kobietą,France/Italy,7.3
Dziecko,Belgium/France,7.4
Miesiąc miodowy w Las Vegas,United States,5.9
Kumbalangi Nights,India,8.5
Dhamaal,India,7.5
October,India,7.6
Orlando,United Kingdom/Italy/France/Netherlands,7.1
Young People Fucking,Canada,6.2
Boski,Italy/France,7.2
Towarzystwo wilków,United Kingdom,6.6
Hi Nanna,India,8.2
Ciągle na chodzie,Japan,7.9
Zawodowcy,United States,7.3
Przygody Forda Fairlane'a,United States,6.4
Substancja,United States,5.9
Dziewczyna z doliny,United States,6.4
Miłość gwarantowana,United States,5.6
Przepiórki w płatkach róży,Mexico,7.1
Nowe życie,United States/Canada/United Kingdom,6.0
Tajny agent,United Kingdom,7.0
Diabły,United Kingdom/United States,7.7
Wideo Benny'ego,Austria/Switzerland,7.1
Plan ocalenia,United States,3.1
Monster Trucks,United States/Canada,5.7
Tom,France/Canada,6.9
W morzu ognia,United States,5.1
Niedźwiadek,France/United States,7.7
Dom z koszmarów,United States,5.3
Joint Venture,United Kingdom,6.9
Bez odwrotu,Hong Kong/United States,5.6
Spotkania na krańcach świata,United States,7.7
